上	Locat
下	Locat
前	Locat
后	Locat
左	Locat
右	Locat
东	Locat
西	Locat
南	Locat
北	Locat
里	Locat
外	Locat
中	Locat
内	Locat
旁	Locat
间	Locat

以上	Locat
以下	Locat
以前	Locat
以后	Locat
以左	Locat
以右	Locat
以东	Locat
以西	Locat
以南	Locat
以北	Locat
以里	Locat
以外	Locat
以中	Locat
以内	Locat
以旁	Locat

之上	Locat
之下	Locat
之前	Locat
之后	Locat
之左	Locat
之右	Locat
之东	Locat
之西	Locat
之南	Locat
之北	Locat
之里	Locat
之外	Locat
之中	Locat
之内	Locat
之旁	Locat

上边	Locat
下边	Locat
前边	Locat
后边	Locat
左边	Locat
右边	Locat
东边	Locat
西边	Locat
南边	Locat
北边	Locat
里边	Locat
外边	Locat
中边	Locat
内边	Locat
旁边	Locat

上面	Locat
下面	Locat
前面	Locat
后面	Locat
左面	Locat
右面	Locat
东面	Locat
西面	Locat
南面	Locat
北面	Locat
里面	Locat
外面	Locat
中面	Locat
内面	Locat
旁面	Locat

上头	Locat
下头	Locat
前头	Locat
后头	Locat
左头	Locat
右头	Locat
东头	Locat
西头	Locat
南头	Locat
北头	Locat
里头	Locat
外头	Locat
中头	Locat
内头	Locat
旁头	Locat

上方	Locat
下方	Locat
前方	Locat
后方	Locat
左方	Locat
右方	Locat
东方	Locat
西方	Locat
南方	Locat
北方	Locat
里方	Locat
外方	Locat
中方	Locat
内方	Locat
旁方	Locat

上部	Locat
下部	Locat
前部	Locat
后部	Locat
左部	Locat
右部	Locat
东部	Locat
西部	Locat
南部	Locat
北部	Locat
里部	Locat
外部	Locat
中部	Locat
内部	Locat
旁部	Locat

上下	Locat
前后	Locat
里外	Locat
左右	Locat
内外	Locat

当中	Locat
头里	Locat
底下	Locat
中间	Locat
哪里	Locat

哪儿	Locat
这里	Locat
这儿	Locat
那里	Locat
那儿	Locat
